project,district,marketSegment,startYear,cleanTenure
YIKAI COURT,19,OCR,1000,1000
CHIP BEE GARDENS,10,CCR,1000,1000
GREEN COURT,14,RCR,1000,1000
IKIGAI,11,CCR,1000,1000
LI TONG GARDENS,15,OCR,1000,1000
NORTH GAIA,27,OCR,2021,99
RANGOON APARTMENTS,8,RCR,1000,1000
ATLASSIA,15,RCR,1000,1000
BAYWIND RESIDENCES,15,OCR,1000,1000
HONG BUILDING,8,RCR,1000,1000
JERVOISVILLE,10,CCR,1000,1000
LIV @ MB,15,RCR,2021,99
PADDY GREEN,14,RCR,1000,1000
PICCADILLY GRAND,8,RCR,2021,99
SEMBAWANG GARDEN ARCADE,27,OCR,1000,1000
SPRING WATERS VILLAS,27,OCR,1931,953
TIARA VISTA,15,OCR,1000,1000
CALIN MANSIONS,14,RCR,1000,1000
CAPE ROYALE,4,CCR,2008,99
CHOON SING GARDEN,20,RCR,1000,1000
EAST COURT,15,RCR,1000,1000
LOWLAND VIEW,19,OCR,1000,1000
MADEIRA COURT,15,OCR,1000,1000
AMO RESIDENCE,20,OCR,2021,99
CAMELODGE,15,OCR,1000,1000
JURONG PARK,21,RCR,1000,1000
MEYA LODGE,13,RCR,1000,1000
NASSIM LODGE,10,CCR,1000,1000
JERVOIS PRIVE,10,CCR,1000,1000
THE JARDINE RESIDENCES,19,OCR,1000,1000
WHITE HOUSE PARK,10,CCR,1000,1000
JERVOIS VILLE,10,CCR,1000,1000
LENTOR MODERN,26,OCR,2021,99
SEA VIEW PARK,15,RCR,1000,1000
SKY EDEN@BEDOK,16,OCR,2022,99
WESTRIDGE,5,RCR,1000,1000
COPEN GRAND,24,OCR,2021,99
ENCHANT‰,11,CCR,1000,1000
ENCHANT�‰,11,CCR,1000,1000
JK BUILDING,21,RCR,1000,1000
NASSIM 9,10,CCR,1000,1000
POLLEN COLLECTION,28,OCR,2019,99
BOAT QUAY CONSERVATION AREA,1,RCR,1826,999
COUNTRYVIEW,27,OCR,1000,1000
HILL HOUSE,9,CCR,1841,999
HOLLLAND GROVE PARK,10,CCR,1000,1000
KOVAN JEWEL,19,OCR,1000,1000
CAIRNHILL 16,9,CCR,1000,1000
KEMBANGAN COURT,14,OCR,1000,1000
PARK COURT,15,RCR,1000,1000
TENET,18,OCR,2021,99
MIRAMAR GARDENS,19,OCR,1883,999
MONDO MANSION BUILDING,19,OCR,1000,1000
SCENECA RESIDENCE,16,OCR,2021,99
THE MYST,23,OCR,2023,99
QUEEN ASTRID GARDENS,10,CCR,1876,999
TERRA HILL,5,RCR,1000,1000
THE BOTANY AT DAIRY FARM,23,OCR,2022,99
WEST SEA GARDENS,5,RCR,1000,1000
BLOSSOMS BY THE PARK,5,RCR,2022,99
K SUITES,15,OCR,1000,1000
OXLEY GARDEN,9,CCR,1000,1000
TEMBUSU GRAND,15,RCR,2022,99
KEW LODGE,11,CCR,1000,1000
MACHUAN TERRACE,19,OCR,1000,1000
THE CONTINUUM,15,RCR,1000,1000
THE RESERVE RESIDENCES,21,RCR,2021,99
UNI BUILDING,15,OCR,1000,1000
LAVENDER RESIDENCE,12,RCR,1000,1000
OAK VILLAS,10,CCR,1000,1000
PRESTIGE POINT,19,OCR,1000,1000
SANCTUARY@NEWTON,11,CCR,1000,1000
STARPOINT,5,RCR,1000,1000
DUBLIN ROAD FLATS,9,CCR,1000,1000
GOLDWOOD GARDENS,27,OCR,1000,1000
GRAND DUNMAN,15,RCR,2022,99
LENTOR HILLS RESIDENCES,26,OCR,2022,99
PARQ BELLA,15,RCR,1000,1000
PINETREE HILL,21,RCR,2022,99
TENGGIRIA,15,OCR,1000,1000
YIO CHU KANG TERRACE,19,OCR,1000,1000
YUGI GARDEN,16,OCR,1000,1000
ALTURA,23,OCR,2022,99
EASTERN GARDEN,16,OCR,1000,1000
GOLDHILL GARDEN,11,CCR,1000,1000
ONE CLAYMORE,9,CCR,1000,1000
ORCHARD SOPHIA,9,CCR,1000,1000
THE ARDEN,23,OCR,2023,99
THE LAKEGARDEN RESIDENCES,22,OCR,2023,99
TMW MAXWELL,2,RCR,2023,99
EASTWOOD TERRACE,16,OCR,1995,99
HOW SUN GARDEN,19,OCR,1000,1000
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,4,CCR,2006,99
THE SHOREFRONT,17,OCR,1937,999
MATTAR RESIDENCES,14,RCR,1000,1000
PEIRCE VALE,26,OCR,1885,999
BARTLEY RISE,19,OCR,1000,1000
DAISY TERRACE,13,OCR,1000,1000
GEMS VILLE,14,RCR,1000,1000
HILLOCK GREEN,26,OCR,2022,99
J'DEN,22,OCR,2023,99
VERDOR RESIDENCES,15,RCR,1000,1000
WATTEN HOUSE,11,CCR,1000,1000
POPULAR ESTATE,23,OCR,1000,1000
CHUVILLE,5,RCR,1000,1000
HILLHAVEN,23,OCR,2023,99
KUAN MING GARDENS,19,OCR,1000,1000
LUMINA GRAND,23,OCR,2022,99
THE ARCADY AT BOON KENG,12,RCR,1000,1000
WEST COAST VIEW,5,OCR,1000,1000
ARDOR RESIDENCE,15,RCR,1000,1000
CLAYDENCE,15,RCR,1000,1000
KOON SENG HOUSE,15,RCR,1000,1000
LENTOR MANSION,26,OCR,2023,99
LENTORIA,26,OCR,2022,99
SING LIAN BUILDING,14,OCR,1000,1000
32 GILSTEAD,11,CCR,1000,1000
BETA GROVE,15,OCR,1000,1000
GERALD MUGLISTON,28,OCR,1879,999
RESERVOIR VILLAS,14,OCR,1995,99
RICHARDS PARK,19,OCR,1000,1000
SIN MING CENTRE,20,RCR,1000,1000
THE HILL @ONE-NORTH,5,RCR,2022,99
THE HILLSHORE,5,RCR,1000,1000
THE MEYER PLACE,15,RCR,1000,1000
JANSEN HOUSE,19,OCR,1876,999
SKYWATERS RESIDENCES,1,CCR,2020,99
The Greenwood,11,CCR,1000,1000
FORTUNA GARDEN,19,OCR,1000,1000
STRAITS AT JOO CHIAT,15,OCR,1000,1000
CANAAN,14,RCR,1000,1000
EAST 25 APARTMENTS,14,RCR,1000,1000
GREEN  HILL ESTATE,23,OCR,1000,1000
KASSIA,17,OCR,1000,1000
RISING COURT,15,RCR,1000,1000
SORA,22,OCR,2023,99
COLCHESTER PARK,19,OCR,1956,999
DUNMAN GROVE,15,RCR,1000,1000
FORTUNA SEAVIEW VILLAS,16,OCR,1000,1000
SANDERIANA,15,OCR,1000,1000
TANGLIN HILL VILLAS,10,CCR,1000,1000
THE COTERIE @ HOLLAND,10,CCR,1000,1000
8@BT,21,RCR,2023,99
JERVOIS GROVE,10,CCR,1000,1000
GIFFARD MANSIONS,12,RCR,1000,1000
MEYER BLUE,15,RCR,1000,1000
NORWOOD GRAND,25,OCR,2023,99
EMERALD OF KATONG,15,RCR,2023,99
NAVA GROVE,21,RCR,2024,99
NOVO PLACE,24,OCR,2023,99
THE COLLECTIVE AT ONE SOPHIA,9,CCR,2023,99
UNION SQUARE RESIDENCES,1,RCR,2024,99
HARBOUR RESIDENCES,5,RCR,1000,1000
BAGNALL HAUS,16,OCR,1000,1000
GPL TERRACE,13,RCR,1000,1000
THE ORIE,12,RCR,2024,99
ELTA,5,OCR,2024,99
PARKTOWN RESIDENCE,18,OCR,2023,99
AUREA,7,CCR,2024,99
AURELLE OF TAMPINES,18,OCR,2024,99
LENTOR CENTRAL RESIDENCES,26,OCR,2023,99
THE GATZ,14,RCR,1000,1000
21 ANDERSON,10,CCR,1000,1000
BLOOMSBURY RESIDENCES,5,RCR,2024,99
ONE MARINA GARDENS,1,RCR,2023,99
MOUNTBATTEN LIGHTS,15,RCR,1000,1000
TREASURE ON BALMORAL,10,CCR,1000,1000
AMBER HOUSE,15,RCR,1000,1000
ARINA EAST RESIDENCES,15,RCR,1000,1000
LORNIE GARDENS,11,CCR,1000,1000
SENG HUA GARDENS,15,OCR,1000,1000
21 SHELFORD,11,CCR,1000,1000
LYNDENWOODS,5,RCR,2025,99
OTTO PLACE,24,OCR,2024,99
RISING SUITES,10,CCR,1000,1000
THE ROBERTSON OPUS,9,CCR,1841,999
UPPERHOUSE AT ORCHARD BOULEVARD,10,CCR,2024,99
VILLAEA VISTA,10,CCR,1000,1000
W RESIDENCES MARINA VIEW - SINGAPORE,1,CCR,2021,99
ARTISAN 8,20,RCR,1000,1000
CANBERRA CRESCENT RESIDENCES,27,OCR,2024,99
CHIKU MANSIONS,15,RCR,1000,1000
PROMENADE PEAK,3,RCR,2024,99
RIVER GREEN,9,CCR,2024,99
SENYUM RESIDENCES,14,OCR,1000,1000
SPRINGLEAF RESIDENCE,26,OCR,2024,99
DA SILVA VILLAS,19,OCR,1000,1000
DALVEY VILLAS,10,CCR,1000,1000
FABER RESIDENCE,5,OCR,2025,99
KAI FOOK MANSION,3,RCR,1960,9999
PENRITH,3,RCR,2024,99
SKYE AT HOLLAND,10,CCR,2024,99
ZYON GRAND,3,RCR,2024,99
KINDOL GARDENS,27,OCR,1885,999
THE SEN,21,RCR,2025,99
POLLEN COLLECTION II,28,OCR,2020,99
